added,collx_id,number,name,team,year,brand,set,flags,condition,front_image,back_image,market_value,asking_price,sold_for_price,location,notes
3/23/25,592319003,578,Dave Magadan,New York Mets,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592319003-front.jpg,,1.99,3,,,
3/23/25,592318985,589,Carlos Hernandez,Los Angeles Dodgers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318985-front.jpg,,1.24,1,,,
3/23/25,592318988,588,Mike Trombley,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318988-front.jpg,,0.20,1,,,
3/23/25,592318990,588,Mike Trombley,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318990-front.jpg,,0.20,1,,,
3/23/25,592318992,586,Jeff Tabaka,Florida Marlins,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318992-front.jpg,,0.99,3,,,
3/23/25,592318973,609,Lance Parrish,Seattle Mariners,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318973-front.jpg,,1.03,1,,,
3/23/25,592318978,603,Jim Thome,Cleveland Indians,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318978-front.jpg,,0.99,7,,,
3/23/25,592318983,603,Jim Thome,Cleveland Indians,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318983-front.jpg,,0.99,7,,,
3/23/25,592318964,644,Dante Bichette,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318964-front.jpg,,0.50,1,,,
3/23/25,592318965,639,Mike Bordick,Oakland Athletics,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318965-front.jpg,,0.99,1,,,
3/23/25,592318969,,Unnamed Card,,,,,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318969-front.jpg,,,2,,,"UER: Bogatyrev is a shortstop but has ""Pitching Statistics"" header;"
3/23/25,592318972,611,Tom Gordon,Kansas City Royals,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318972-front.jpg,,2.25,2,,,
3/23/25,592318955,659,Ed Sprague,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318955-front.jpg,,0.96,1,,,
3/23/25,592318957,640,Doc Gooden,New York Mets,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318957-front.jpg,,1.23,1.5,,,
3/23/25,592318959,676,Rudy Seanez,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318959-front.jpg,,0.99,3,,,
3/23/25,592318962,675,Tim Raines,Chicago White Sox,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318962-front.jpg,,0.73,1,,,
3/23/25,592318946,668,Scott Lewis,California Angels,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318946-front.jpg,,0.01,1,,,
3/23/25,592318948,666,Glenallen Hill,Cleveland Indians,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318948-front.jpg,,0.87,1,,,
3/23/25,592318950,665,Darrin Fletcher,Montreal Expos,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318950-front.jpg,,1.80,1.5,,,
3/23/25,592318953,659,Ed Sprague,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318953-front.jpg,,0.96,1,,,
3/23/25,592318935,606,J. Owens,Colorado Rockies,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318935-front.jpg,,0.10,1,,,
3/23/25,592318940,657,Mike Harkey,Chicago Cubs,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318940-front.jpg,,0.01,1,,,Card Collector Belt Pack French back;
3/23/25,592318943,652,Dave West,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318943-front.jpg,,0.99,1,,,
3/23/25,592318922,653,Steve Hosey,San Francisco Giants,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318922-front.jpg,,0.00,1,,,
3/23/25,592318927,678,Randy Milligan,Baltimore Orioles,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318927-front.jpg,,0.15,10,,,
3/23/25,592318930,643,Luis Aquino,Kansas City Royals,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318930-front.jpg,,0.00,1,,,
3/23/25,592318934,686,Russ Springer,New York Yankees,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318934-front.jpg,,1.77,3.99,,,
3/23/25,592318912,681,Darren Holmes,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318912-front.jpg,,0.74,3,,,
3/23/25,592318914,681,Darren Holmes,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318914-front.jpg,,0.74,3,,,
3/23/25,592318917,689,Eddie Zosky,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318917-front.jpg,,0.01,3,,,
3/23/25,592318921,680,Craig Biggio,Houston Astros,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318921-front.jpg,,1.35,2,,,
3/23/25,592318904,648,Ryan Hawblitzel,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318904-front.jpg,,0.74,1,,,
3/23/25,592318907,664,Calvin Jones,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318907-front.jpg,,0.10,1,,,
3/23/25,592318908,682,John Candelaria,Los Angeles Dodgers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318908-front.jpg,,1.42,1.5,,,
3/23/25,592318909,662,Donovan Osborne,St. Louis Cardinals,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318909-front.jpg,,0.00,1,,,
3/23/25,592318895,630,Mark Grace,Chicago Cubs,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318895-front.jpg,,1.45,1.5,,,
3/23/25,592318897,629,Cris Carpenter,Florida Marlins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318897-front.jpg,,5.85,5,,,
3/23/25,592318901,628,Kelly Gruber,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318901-front.jpg,,3.00,4,,,
3/23/25,592318903,649,Tom Marsh,Philadelphia Phillies,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318903-front.jpg,,1.98,3,,,
3/23/25,592318884,643,Luis Aquino,Kansas City Royals,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318884-front.jpg,,0.00,1,,,
3/23/25,592318885,642,Milt Hill,Cincinnati Reds,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318885-front.jpg,,,1,,,
3/23/25,592318889,639,Mike Bordick,Oakland Athletics,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318889-front.jpg,,0.99,1,,,
3/23/25,592318891,635,Albert Belle,Cleveland Indians,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318891-front.jpg,,0.86,1.5,,,
3/23/25,592318877,619,Billy Spiers,Milwaukee Brewers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318877-front.jpg,,1.17,1,,,
3/23/25,592318880,625,Rick Aguilera,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318880-front.jpg,,0.74,1,,,
3/23/25,592318881,646,Rich Scheid,Houston Astros,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318881-front.jpg,,0.99,4,,,
3/23/25,592318883,645,Bobby Thigpen,Chicago White Sox,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318883-front.jpg,,0.74,1,,,
3/23/25,592318868,689,Eddie Zosky,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318868-front.jpg,,0.01,3,,,
3/23/25,592318870,689,Eddie Zosky,Toronto Blue Jays,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318870-front.jpg,,0.01,3,,,
3/23/25,592318873,688,Dwight Smith,Chicago Cubs,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318873-front.jpg,,12.74,12,,,
3/23/25,592318876,617,Craig Lefferts,Baltimore Orioles,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318876-front.jpg,,0.00,1,,,
3/23/25,592318860,694,Shane Turner,Seattle Mariners,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318860-front.jpg,,0.30,1,,,
3/23/25,592318861,693,Rich Rodriguez,San Diego Padres,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318861-front.jpg,,0.01,1,,,
3/23/25,592318864,693,Rich Rodriguez,San Diego Padres,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318864-front.jpg,,0.01,1,,,
3/23/25,592318865,691,Jim Tatum,Colorado Rockies,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318865-front.jpg,,0.99,3,,,
3/23/25,592318849,750,Rickey Henderson,Oakland Athletics,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318849-front.jpg,,1.59,5,,,
3/23/25,592318853,731,Donald Harris,Texas Rangers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318853-front.jpg,,0.76,2,,,
3/23/25,592318854,724,Guillermo Velasquez,San Diego Padres,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318854-front.jpg,,1.62,3,,,
3/23/25,592318857,707,Donn Pall,Chicago White Sox,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318857-front.jpg,,0.45,2,,,
3/23/25,592318838,736,Jeff Russell,Oakland Athletics,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318838-front.jpg,,0.74,1,,,
3/23/25,592318840,735,Steve Shifflett,Kansas City Royals,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318840-front.jpg,,0.00,1,,,
3/23/25,592318841,762,Mark Lewis,Cleveland Indians,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318841-front.jpg,,0.99,1,,,
3/23/25,592318845,778,Don Slaught,Pittsburgh Pirates,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318845-front.jpg,,0.00,1,,,
3/23/25,592318828,701,Mike Piazza / Brook Fordyce / Carlos Delgado / Donnie Leshnock,,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318828-front.jpg,,2.35,13,,,
3/23/25,592318829,742,Rene Arocha / Alan Embree / Brien Taylor / Tim Crabtree,,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318829-front.jpg,,2.75,3,,,
3/23/25,592318832,747,Carl Willis,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318832-front.jpg,,0.98,4,,,
3/23/25,592318835,738,Lance Painter,Colorado Rockies,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318835-front.jpg,,0.79,1.25,,,
3/23/25,592318816,795,Deion Sanders,Atlanta Braves,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318816-front.jpg,,1.79,10,,,
3/23/25,592318819,767,Rich Ireland,Florida Marlins,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318819-front.jpg,,1.49,2,,,
3/23/25,592318822,706,Sherard Clinkscales,Kansas City Royals,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318822-front.jpg,,0.99,1.99,,,
3/23/25,592318827,782,Reynol Mendoza / Dan Roman,Florida Marlins,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318827-front.jpg,,,1,,,
3/23/25,592318806,766,Todd Revenig,Oakland Athletics,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318806-front.jpg,,0.34,1.5,,,
3/23/25,592318808,744,Chris George,Milwaukee Brewers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318808-front.jpg,,1.80,2,,,
3/23/25,592318810,794,Andy Ashby,Colorado Rockies,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318810-front.jpg,,0.10,1,,,
3/23/25,592318812,784,Jeff Branson,Cincinnati Reds,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318812-front.jpg,,0.89,1,,,
3/23/25,592318814,779,Rich Monteleone,New York Yankees,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318814-front.jpg,,0.60,1,,,
3/23/25,592318797,821,Doug Brocail,San Diego Padres,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318797-front.jpg,,0.99,1,,,
3/23/25,592318802,785,Kevin Brown,Texas Rangers,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318802-front.jpg,,0.00,1,,,
3/23/25,592318791,805,Terry Jorgensen,Minnesota Twins,1993,Topps,1993 Topps,,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318791-front.jpg,,0.29,3,,,
3/23/25,592318793,803,Eddie Pierce,Kansas City Royals,1993,Topps,1993 Topps,RC,Near Mint,https://storage.googleapis.com/collx-user-cards/60754-592318793-front.jpg,,0.74,1.5,,,
3/21/25,591198068,37,Goku begins to make a Spirit Bomb while battl ,,1999,,1999 ArtBox Dragon Ball Z Series 3,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-591198068-front.jpg,,,,,,
3/21/25,591198023,17,Gohan attacked with full power Thunder strike ,,1999,,1999 ArtBox Dragon Ball Z Series 3,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-591198023-front.jpg,,,,,,
3/21/25,591197936,42,Piccolo and the others feel the impending doo ,,1999,,1999 ArtBox Dragon Ball Z Series 3,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-591197936-front.jpg,,,,,,
3/21/25,591197856,30,"While Krillin throws Frieza into confusion,",,1999,,1999 ArtBox Dragon Ball Z Series 3,,Excellent,https://storage.googleapis.com/collx-user-cards/60754-591197856-front.jpg,,,,,,
3/18/25,588985582,6,Rod Strickland,Washington Wizards,2000,Fleer,2000-01 Fleer Mystique,,,https://storage.googleapis.com/collx-user-cards/60754-588985582-front.jpg,,0.12,,,,
3/18/25,588985546,11,Kevin Gamble,Boston Celtics,1991,Fleer,1991-92 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588985546-front.jpg,,0.10,,,,
3/18/25,588985503,176,Michael Cage,Seattle SuperSonics,1990,Fleer,1990-91 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588985503-front.jpg,,0.10,,,,
3/18/25,588985490,6,Hakeem Olajuwon,Houston Rockets,1994,,1994-95 Ultra - Power in the Key,,,https://storage.googleapis.com/collx-user-cards/60754-588985490-front.jpg,,2.25,,,,
3/18/25,588985423,189,John Stockton,Utah Jazz,1994,,1994-95 Ultra,,,https://storage.googleapis.com/collx-user-cards/60754-588985423-front.jpg,,6.92,,,,
3/18/25,588985298,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588985298-front.jpg,,1.89,,,,
3/18/25,588985286,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588985286-front.jpg,,1.89,,,,
3/18/25,588985228,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588985228-front.jpg,,1.89,,,,
3/18/25,588985196,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588985196-front.jpg,,1.89,,,,
3/18/25,588985161,6,Hakeem Olajuwon,Houston Rockets,1994,,1994-95 Ultra - Rebound Kings,,,https://storage.googleapis.com/collx-user-cards/60754-588985161-front.jpg,,2.50,,,,
3/18/25,588985122,238,1991 All-Star Game,Chicago Bulls,1991,Fleer,1991-92 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588985122-front.jpg,,1.99,,,,
3/18/25,588985089,2,Derrick Coleman,New Jersey Nets,1993,,1993-94 Ultra - Rebound Kings,,,https://storage.googleapis.com/collx-user-cards/60754-588985089-front.jpg,,1.99,,,,
3/18/25,588985050,178,Shawn Kemp,Seattle SuperSonics,1990,Fleer,1990-91 Fleer,RC,,https://storage.googleapis.com/collx-user-cards/60754-588985050-front.jpg,,1.00,,,,
3/18/25,588985017,99,Kevin Edwards,Miami Heat,1990,Fleer,1990-91 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588985017-front.jpg,,0.10,,,,
3/18/25,588984964,MJ-27,Michael Jordan,,2018,Fleer,2018-19 Fleer Hanes Michael Jordan 30th Anniversary,,,https://storage.googleapis.com/collx-user-cards/60754-588984964-front.jpg,,5.88,,,,
3/18/25,588984884,81,Detlef Schrempf,Indiana Pacers,1990,Fleer,1990-91 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984884-front.jpg,,0.10,,,,
3/18/25,588984844,74,Otis Thorpe,Houston Rockets,1990,Fleer,1990-91 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984844-front.jpg,,0.10,,,,
3/18/25,588984801,244,David Robinson,San Antonio Spurs,1992,Fleer,1992-93 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984801-front.jpg,,0.65,,,,
3/18/25,588984752,30b,Scottie Pippen,Chicago Bulls,1990,Fleer,1990-91 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984752-front.jpg,,0.99,,,,
3/18/25,588984728,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588984728-front.jpg,,1.89,,,,
3/18/25,588984631,104,Glenn Robinson,Milwaukee Bucks,1995,,1995-96 Ultra - Gold Medallion,,,https://storage.googleapis.com/collx-user-cards/60754-588984631-front.jpg,,1.89,,,,
3/18/25,588984604,5,Anfernee Hardaway,Orlando Magic,1993,,1993-94 Ultra - Famous Nicknames,,,https://storage.googleapis.com/collx-user-cards/60754-588984604-front.jpg,,5.00,,,,
3/18/25,588984536,117,Jeff Hornacek,Utah Jazz,1998,Fleer,1998-99 Fleer Tradition,,,https://storage.googleapis.com/collx-user-cards/60754-588984536-front.jpg,,0.69,,,,
3/18/25,588984459,102,Vin Baker,Milwaukee Bucks,1994,,1994-95 Ultra,,,https://storage.googleapis.com/collx-user-cards/60754-588984459-front.jpg,,0.50,,,,
3/18/25,588984413,30,Cliff Levingston,Chicago Bulls,1991,Fleer,1991-92 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984413-front.jpg,,0.10,,,,
3/18/25,588984359,13,Kevin McHale,Boston Celtics,1991,Fleer,1991-92 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984359-front.jpg,,0.10,,,,
3/18/25,588984289,140,Trent Tucker,New York Knicks,1991,Fleer,1991-92 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984289-front.jpg,,0.10,,,,
3/18/25,588984220,76,A.C. Green,Los Angeles Lakers,1989,Fleer,1989-90 Fleer,,,https://storage.googleapis.com/collx-user-cards/60754-588984220-front.jpg,,1.99,,,,
3/18/25,588984177,10,Scottie Pippen,Chicago Bulls,1994,Fleer,1994-95 Fleer - All-Stars,,,https://storage.googleapis.com/collx-user-cards/60754-588984177-front.jpg,,2.19,,,,
3/18/25,588984129,200,Tracy McGrady,Orlando Magic,2000,Fleer,2000-01 Fleer Premium,,,https://storage.googleapis.com/collx-user-cards/60754-588984129-front.jpg,,1.92,,,,
